Segment Name,Product Code,Product Name,Feature Name,MRP,Image Link
CPVC DURALIFE,PS-3,"1"" PIPE SDR 11 ( MTR. LENGTH )",3 MTR,597,
CPVC DURALIFE,PS-2,"3/4"" PIPE SDR 11 ( MTR. LENGTH )",3 MTR,369,
CPVC DURALIFE,PS-1,"1/2"" PIPE SDR 11 ( MTR. LENGTH )",3 MTR,237,
CPVC DURALIFE,CH72 QS,"SHORT CONCEALED VALVE 3/4"" (QUARTER TURN) TRIANGULAR",,1080,
CPVC DURALIFE,CH74 QS,"SHORT CONCEALED VALVE 3/4"" (QUARTER TURN) GRACIA",,1080,
CPVC DURALIFE,CH76 QS,"SHORT CONCEALED VALVE 3/4"" (QUARTER TURN) MACASA",,1080,
CPVC DURALIFE,CH78 QS,"SHORT CONCEALED VALVE 3/4"" (QUARTER TURN) URBONA",,1080,
CPVC DURALIFE,CH79 QS,"SHORT CONCEALED VALVE 3/4"" (QUARTER TURN) SAGA",,1080,
CPVC DURALIFE,CH80 QS,"SHORT CONCEALED VALVE 3/4"" (QUARTER TURN) VIVA",,1080,
CPVC DURALIFE,C24,"BALL VALVE 32MM 1 1/4""",,568,
CPVC DURALIFE,C25,"BALL VALVE 40MM 1 1/2""",,848,
CPVC DURALIFE,C26,"BALL VALVE 50MM 2""",,1398,
CPVC DURALIFE,C22-L,"LONG HANDLE CPVC BALL VALVE 20MM 3/4""",,169.1,
CPVC DURALIFE,C23-L,"LONG HANDLE CPVC BALL VALVE 25MM 1""",,326.8,
CPVC DURALIFE,C24-L,"LONG HANDLE CPVC BALL VALVE 32MM 1 1/4""",,505.4,
CPVC DURALIFE,C25-L,"LONG HANDLE CPVC BALL VALVE 40MM 1 1/2""",,900.6,
CPVC DURALIFE,C26-L,"LONG HANDLE CPVC BALL VALVE 50MM 2""",,1606.2,
CPVC DURALIFE,S45,PVC SOLVENT CEMENT 250 ML TIN,,198,
CPVC DURALIFE,S46,PVC SOLVENT CEMENT 500 ML TIN,,358,
CPVC DURALIFE,S47,PVC SOLVENT CEMENT 1000 ML TIN,,588,
CPVC DURALIFE,C324,Reducer Brass Tee 1 x 1 x 1,,398,
CPVC DURALIFE,PS-7,"2 1/2"" PIPES SCH 80 ( Mtr. Length )",3 MTR,4480,
CPVC DURALIFE,PS-8,"3"" PIPES SCH 80 ( Mtr. Length )",3 Mtr,5980,
CPVC DURALIFE,PS-9,"4"" PIPES SCH 80 ( Mtr. Length )",3 Mtr,8680,
CPVC DURALIFE,PS-10,"6"" PIPES SCH 80 ( Mtr. Length )",3 MTR,16800,
CPVC DURALIFE,PS-17,"2 1/2"" PIPES SCH 40 ( Mtr. Length )",3 MTR,3390,
CPVC DURALIFE,PS-18,"3"" PIPES SCH 40 ( Mtr. Length )",3 MTR,4490,
CPVC DURALIFE,PS-19,"4"" PIPES SCH 40 ( Mtr. Length )",3 MTR,6390,
CPVC DURALIFE,PS-20,"6"" PIPES SCH 40 ( Mtr. Length )",3 MTR,10990,
CPVC DURALIFE,CH 88,"1"" Concealed Valve Quarter Turn.With Urbona Handle",,1358,
CPVC DURALIFE,CH 84,"1"" Concealed Valve Quarter Turn.With Gracia Handle",,1388,
CPVC DURALIFE,CH 90,"1""Concealed Valve Quarter Turn.With Viva Handle",,1280,
CPVC DURALIFE,CH 86,"1"" Concealed Valve Quarter Turn.With Macasa Handle",,1358,
CPVC DURALIFE,CH 82,"1"" Concealed Valve Quarter Turn.With Trianguler Handle",,1280,
CPVC DURALIFE,CH 89,"1"" Concealed Valve Quarter Turn.With Saga Handle",,1280,
CPVC DURALIFE,C22,"BALL VALVE 20MM 3/4""",,176,
CPVC DURALIFE,CH82-F,25 MM FULL TURN CONCEALED VALVE TRIANGULER,,1299,
CPVC DURALIFE,C134,"NON RETURN VALVE 1 1/4 """" 32mm",,980,
CPVC DURALIFE,C135,"NON RETURN VALVE 1 1/2 """" 40mm",,1180,
CPVC DURALIFE,CH84-F,Full Turn Concealed Valve GRACIA,,1407,
CPVC DURALIFE,CH86-F,Full Turn Concealed Valve MACASA,,1377,
CPVC DURALIFE,CH88-F,Full Turn Concealed Valve URBONA,,1377,
CPVC DURALIFE,CH89-F,Full Turn Concealed Valve SAGA,,1299,
CPVC DURALIFE,CH90-F,Full Turn Concealed Valve VIVA,,1299,
HARDWARE,ML-1103-SS,DOOR ACCESSORIES MORTISE DEAD LOCKS (BABY LATCH),,366,
HARDWARE,SLD-1614,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 350mm (14"") 4+1",,716,
HARDWARE,SLD-1612,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 300mm (12"") 3+1",,624,
HARDWARE,SLD-1610,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 250mm (10"") 3+1",,588,
HARDWARE,SLD-1608,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 200mm (8"") 3+1",,562,
HARDWARE,SLD-1414,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 350mm (14"") 4+1",,636,
HARDWARE,SLD-1412,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 300mm (12"") 3+1",,558,
HARDWARE,SLD-1410,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 250mm (10"") 3+1",,528,
HARDWARE,SLD-1408,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 200mm (8"") 3+1",,508,
HARDWARE,SLD-1214,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 350mm (14"") 4+1",,588,
HARDWARE,SLD-1212,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 300mm (12"") 3+1",,508,
HARDWARE,SLD-1210,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 250mm (10"") 3+1",,484,
HARDWARE,SLD-1208,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 200mm (8"") 3+1",,458,
HARDWARE,LD-1614,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 350mm (14"") 4+1",,896,
HARDWARE,LD-1612,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 300mm (12"") 3+1",,844,
HARDWARE,LD-1610,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 250mm (10"") 3+1",,808,
HARDWARE,LD-1608,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 200mm (8"") 3+1",,778,
HARDWARE,LD-1414,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 350mm (14"") 4+1",,744,
HARDWARE,LD-1412,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 300mm (12"") 3+1",,648,
HARDWARE,LD-1410,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 250mm (10"") 3+1",,622,
HARDWARE,LD-1408,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 200mm (8"") 3+1",,596,
HARDWARE,LD-1214,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 350mm (14"") 4+1",,728,
HARDWARE,LD-1212,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 300mm (12"") 3+1",,618,
HARDWARE,LD-1210,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 250mm (10"") 3+1",,598,
HARDWARE,LD-1208,"DOOR ACCESSORIES ALDROPS STAINLES STEEL ALDROPS ( ROUND NUCKLE ) 200mm (8"") 3+1",,578,
HARDWARE,DHC-2200,DOOR ACCESSORIES WOODEN DOOR PULL HANDLES CURVE  200 mm,,92,
HARDWARE,DHC-2150,DOOR ACCESSORIES WOODEN DOOR PULL HANDLES CURVE 150 mm,,78,
HARDWARE,DHC-2125,DOOR ACCESSORIES WOODEN DOOR PULL HANDLES CURVE 125 mm,,72,
HARDWARE,DHL-2200,DOOR ACCESSORIES WOODEN DOOR PULL HANDLES LINER 200 mm,,92,
HARDWARE,DHL-2150,DOOR ACCESSORIES WOODEN DOOR PULL HANDLES LINER 150 mm,,78,
HARDWARE,DHL-2125,DOOR ACCESSORIES WOODEN DOOR PULL HANDLES LINER 125 mm,,72,
HARDWARE,TBS-9250,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  9.0MM ) 250 MM (10"")",,224,
HARDWARE,TBS-9200,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  9.0MM ) 200 MM (8"")",,198,
HARDWARE,TBS-9150,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  9.0MM ) 150 MM (6"")",,168,
HARDWARE,TBS-9100,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  9.0MM ) 100 MM (4"")",,148,
HARDWARE,TBS-9080,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  9.0MM ) 80 MM(3 1/4"")",,138,
HARDWARE,TBR-9250,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  9.0MM ) 250 MM (10"")",,224,
HARDWARE,TBR-9200,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  9.0MM ) 200 MM (8"")",,198,
HARDWARE,TBR-9150,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  9.0MM ) 150 MM (6"")",,166,
HARDWARE,TBR-9100,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  9.0MM ) 100 MM (4"")",,148,
HARDWARE,TBR-9080,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  9.0MM ) 80 MM(3 1/4"")",,128,
HARDWARE,TBS-2900,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  10.0MM ) 900 mm (36"")",,740,
HARDWARE,TBS-2750,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  10.0MM ) 750 mm (30"")",,660,
HARDWARE,TBS-2600,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  10.0MM ) 600 mm (24"")",,554,
HARDWARE,TBS-2450,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  10.0MM ) 450 mm (18"")",,446,
HARDWARE,TBS-2300,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  10.0MM ) 300 mm (12"")",,300,
HARDWARE,TBS-2250,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  10.0MM ) 250 mm (10"")",,288,
HARDWARE,TBS-2200,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  10.0MM ) 200 mm (8"")",,248,
HARDWARE,TBS-2150,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  10.0MM ) 150 mm (6"")",,212,
HARDWARE,TBS-2100,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT SQUARE (  10.0MM ) 100 mm (4"")",,174,
HARDWARE,TBR-2900,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  10.0MM ) 900 mm (36"")",,728,
HARDWARE,TBR-2750,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  10.0MM ) 750 mm (30"")",,654,
HARDWARE,TBR-2600,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  10.0MM ) 600 mm (24"")",,512,
HARDWARE,TBR-2450,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  10.0MM ) 450 mm (18"")",,408,
HARDWARE,TBR-2300,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  10.0MM ) 300 mm (12"")",,318,
HARDWARE,TBR-2250,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  10.0MM ) 250 mm (10"")",,296,
HARDWARE,TBR-2200,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  10.0MM ) 200 mm (8"")",,256,
HARDWARE,TBR-2150,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  10.0MM ) 150 mm (6"")",,208,
HARDWARE,TBR-2100,"DOOR ACCESSORIES TOWER BOLTS STAINLESS STEEL TOWER BOLT ROUND (  10.0MM ) 100 mm (4"")",,172,
HARDWARE,HG-2413,DOOR ACCESSORIES HINGES STAINLESS STEEL FURNITURE HINGES(16-G) 4 x 19 x 13 (100 mm),,74,
HARDWARE,HG-2419,DOOR ACCESSORIES HINGES STAINLESS STEEL FURNITURE HINGES(16-G) 4 x 19 x 19 (100 mm),,80,
HARDWARE,HG-2313,DOOR ACCESSORIES HINGES STAINLESS STEEL FURNITURE HINGES(16-G) 3 x 19 x 13 (75 mm),,66,
HARDWARE,HG-2319,DOOR ACCESSORIES HINGES STAINLESS STEEL FURNITURE HINGES(16-G) 3 x 19 x 19 (75 mm),,70,
HARDWARE,HG4B-3612,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 6 x 12(150mm) 20pcs,,408,
HARDWARE,HG4B-3512,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 5 x 12(125mm) 20pcs,,366,
HARDWARE,HG4B-3412,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 4 x 12(100mm) 20pcs,,318,
HARDWARE,HG4B-2612,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 6 x 12(150mm) 20pcs,,338,
HARDWARE,HG4B-2512,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 5 x 12(125mm) 20pcs,,298,
HARDWARE,HG4B-2412,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 4 x 12(100mm) 20pcs,,268,
HARDWARE,HG2B-3612,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 6 x 12(150mm) 20pcs,,388,
HARDWARE,HG2B-3512,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 5 x 12(125mm) 20pcs,,338,
HARDWARE,HG2B-3412,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 4 x 12(100mm) 20pcs,,296,
HARDWARE,HG2B-2612,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 6 x 12(150mm) 20pcs,,322,
HARDWARE,HG2B-2512,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 5 x 12(125mm) 20pcs,,274,
HARDWARE,HG2B-2412,DOOR ACCESSORIES HINGES STAINLESS STEEL BEARING HINGES 4 x 12(100mm) 20pcs,,238,
HARDWARE,HG-3612,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 6 x 12,,268,
HARDWARE,HG-3512,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 5 x 12,,224,
HARDWARE,HG-3514,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 5 x 14,,188,
HARDWARE,HG-3412,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 4 x 12,,178,
HARDWARE,HG-3414,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 4 x 14,,144,
HARDWARE,HG-3312,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 3 x 12,,118,
HARDWARE,HG-3314,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 3 x 14,,98,
HARDWARE,HG-3316,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 3 x 16,,90,
HARDWARE,HG-2612,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 6 x 12,,216,
HARDWARE,HG-2512,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 5 x 12,,186,
HARDWARE,HG-2514,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 5 x 14,,154,
HARDWARE,HG-2412,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 4 x 12,,144,
HARDWARE,HG-2414,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 4 x 14,,120,
HARDWARE,HG-2312,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 3 x 12,,98,
HARDWARE,HG-2314,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 3 x 14,,84,
HARDWARE,HG-2316,DOOR ACCESSORIES HINGES STAINLESS STEEL BUTT HINGES 3 x 16,,78,
HARDWARE,DSR-PV03,DOOR ACCESSORIES DOOR STOPPERS DOOR SILENCER,,30,
HARDWARE,DSR-RB-03,DOOR ACCESSORIES DOOR STOPPERS DOOR SILENCER,,76,
HARDWARE,MDC-1021-SS,DOOR ACCESSORIES DOOR STOPPERS MAGNET DOOR CATCHER (S.S.),,168,
HARDWARE,DSZ-FO5-SS,"DOOR ACCESSORIES DOOR STOPPERS PUSH FOOT OPERATIED FUNCTION (ZINC) 5""",,270,
HARDWARE,DSZ-FO5-PC,"DOOR ACCESSORIES DOOR STOPPERS PUSH FOOT OPERATIED FUNCTION (ZINC) 5""",,230,
HARDWARE,DSZ-PW6-SS,"DOOR ACCESSORIES DOOR STOPPERS POWER DOOR STOPPER (ZINC) 6""",,450,
HARDWARE,DSI-CI5-SS,"DOOR ACCESSORIES DOOR STOPPERS SINGLE SQUATE DOOR STOPPER (M.S.) 5""",,170,
HARDWARE,DSB-MH4-AB,"DOOR ACCESSORIES DOOR STOPPERS MAHARAJA DOOR STOPPER (BRASS) 4""",,386,
HARDWARE,DSB-MH4-SS,"DOOR ACCESSORIES DOOR STOPPERS MAHARAJA DOOR STOPPER (BRASS) 4""",,386,
HARDWARE,HYD-HG15-SS,DOOR ACCESSORIES LONG LATCHES HYDRAULIC HINGES (PAIR) 15 degree,,348,
HARDWARE,HYD-HG8-SS,DOOR ACCESSORIES LONG LATCHES HYDRAULIC HINGES (PAIR) 8 degree,,348,
HARDWARE,HYD-HG0-SS,DOOR ACCESSORIES LONG LATCHES HYDRAULIC HINGES (PAIR) 0 degree,,348,
HARDWARE,TSC-SB20-ZNY,"DOOR ACCESSORIES LONG LATCHES TELESCOPIC CHANNEL STEEL BALL ( PAIR) 20""",,644,
HARDWARE,TSC-SB18-ZNY,"DOOR ACCESSORIES LONG LATCHES TELESCOPIC CHANNEL STEEL BALL ( PAIR) 18""",,590,
HARDWARE,TSC-SB12-ZNY,"DOOR ACCESSORIES LONG LATCHES TELESCOPIC CHANNEL STEEL BALL ( PAIR) 12""",,404,
HARDWARE,DCH-0426-SS,DOOR ACCESSORIES LONG LATCHES LATCH DOOR CHAIN ( BRASS ),,486,
HARDWARE,IDB-0551-SS,DOOR ACCESSORIES LONG LATCHES INDICATOR BOLT,,288,
HARDWARE,LB6-0553-AB,"DOOR ACCESSORIES LONG LATCHES LATCH BOLT-AB 6""",,288,
HARDWARE,LB5-0553-AB,"DOOR ACCESSORIES LONG LATCHES LATCH BOLT-AB 5""",,242,
HARDWARE,LB4-0553-AB,"DOOR ACCESSORIES LONG LATCHES LATCH BOLT-AB 4""",,164,
HARDWARE,LB6-0553-SS,"DOOR ACCESSORIES LONG LATCHES LATCH BOLT-SS 6""",,292,
HARDWARE,LB5-0553-SS,"DOOR ACCESSORIES LONG LATCHES LATCH BOLT-SS 5""",,238,
HARDWARE,LB4-0553-SS,"DOOR ACCESSORIES LONG LATCHES LATCH BOLT-SS 4""",,158,
HARDWARE,EP-IMP- SC,DOOR ACCESSORIES EYE VIEWERS,,92,
HARDWARE,EP-BSBS-01- FG,DOOR ACCESSORIES EYE VIEWERS,,240,
HARDWARE,EP-NEW GANESHA- B.A,DOOR ACCESSORIES EYE VIEWERS,,280,
HARDWARE,MDL-1204-PT,DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS MAIN DOOR LEVER LOCK,,666,
HARDWARE,MDL-1203-PT,DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS MAIN DOOR LEVER LOCK,,956,
HARDWARE,MDL-1202-PT,DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS MAIN DOOR LEVER LOCK,,598,
HARDWARE,CB-1171-BL,DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS COBOARD LOCK HEAVY,,990,
HARDWARE,CB-SB-BM-03,"DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS COBOARD LOCK (SOLID BRASS) 3""",,676,
HARDWARE,CB-SB-BM-02,DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS COBOARD LOCK (SOLID BRASS) 2 1/2,,580,
HARDWARE,CB-SB-BM-01,"DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS COBOARD LOCK (SOLID BRASS) 2""",,498,
HARDWARE,MP-U20MM-SS,DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS MULTI PUROSE LOCK-20MM,,460,
HARDWARE,MP-R25MM-SS,DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS MULTI PUROSE LOCK-25MM,,165,
HARDWARE,CYL-5129-SS,DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS ENTERANCE,,1280,
HARDWARE,CYL-5128-SS,DOOR ACCESSORIES CYLINDRICAL KNOB LOCKS PRIVACY (W/O KEY),,1154,
HARDWARE,TRB-1011-SS,"DOOR ACCESSORIES
 RIM LOCKS TRY BOLT (WITH ULTRA KEY)",,2480,
HARDWARE,RL-1001-IV,"DOOR ACCESSORIES
 RIM LOCKS RIM KNOB LOCK (WITH REGULAR KEY)",,1490,
HARDWARE,RL-1001-SS,"DOOR ACCESSORIES
 RIM LOCKS RIM KNOB LOCK (WITH REGULAR KEY)",,1690,
HARDWARE,NL-1000-IV,"DOOR ACCESSORIES
 RIM LOCKS NIGHT LATCH (WITH REGULAR KEY)",,1190,
HARDWARE,RL-3TDB-IV,"DOOR ACCESSORIES
 RIM LOCKS  (3 Turn)",,908,
HARDWARE,RL-6TDB-SS,"DOOR ACCESSORIES
 RIM LOCKS  (6 Turn)",,1230,
HARDWARE,ML-1103- SS KY,DOOR ACCESSORIES MORTISE DEAD LOCKS Baby Latch,,350,
HARDWARE,ML-1105- SS KY,DOOR ACCESSORIES MORTISE DEAD LOCKS MORTISE LEVER LOCK,,460,
HARDWARE,ML-1110-SS KY,DOOR ACCESSORIES MORTISE DEAD LOCKS MORTISE LEVER LOCK (3 BULLET),,530,
HARDWARE,ML-500D-SS,DOOR ACCESSORIES MORTISE DEAD LOCKS MORTISE DEAD LOCK BODY+ KEY ROSE,,542,
HARDWARE,ML-DD45 BM KY,"DOOR ACCESSORIES MORTISE LOCKS SOLID BRASS BODY DOUBLE DOOR LEVER LOCK 8""",,1380,
HARDWARE,ML-8502-MS,"DOOR ACCESSORIES MORTISE LOCKS MS ZINC 10""",,680,
HARDWARE,ML-8501-SS,"DOOR ACCESSORIES MORTISE LOCKS SS / BRASS 10""",,878,
HARDWARE,ML-4501-SS/P,"DOOR ACCESSORIES MORTISE LOCKS SS / BRASS 8""",,638,
HARDWARE,CCL-100-BSK-SS-3K,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY BOTH SIDE KE 100mm,,1120,
HARDWARE,CCL-90-BSK-SS-3K,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY BOTH SIDE KE 90mm,,1030,
HARDWARE,CCL-80-BSK-SS-3K,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY BOTH SIDE KE 80mm,,905,
HARDWARE,CCL-70-BSK-SS-3K,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY BOTH SIDE KE 70mm,,828,
HARDWARE,CCL-60-BSK-SS-3K,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY BOTH SIDE KE 60mm,,748,
HARDWARE,CCL-100-OSK-SS-3k,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY ONE SIDE KEY 100mm,,1210,
HARDWARE,CCL-90-OSK-SS-3k,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY ONE SIDE KEY 90mm,,1120,
HARDWARE,CCL-80-OSK-SS-3k,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY ONE SIDE KEY 80mm,,986,
HARDWARE,CCL-70-OSK-SS-3k,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY ONE SIDE KEY 70mm,,898,
HARDWARE,CCL-60-OSK-SS-3k,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY ONE SIDE KEY 60mm,,828,
HARDWARE,CL-70-CNK-SS,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY COIN & KNOB 70mm,,740,
HARDWARE,CL-60-CNK-SS,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY COIN & KNOB 60mm,,670,
HARDWARE,PCL-70Z-OSK-SS-3k,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY REGULAR KEY (ZINC) 70mm,,630,
HARDWARE,PCL-60Z-OSK-SS-3k,DOOR ACCESSORIES EURO PROFILE CYLINDER LOCKS ULTRA BRASS KEY REGULAR KEY (ZINC) 60mm,,598,
HARDWARE,SS22-14P-SS,"GLASS DOOR PULL HANDLES - SS S-TYPE (22.00mm) SS22-14P-SS 14""",,1490,
HARDWARE,SS22-12P-SS,"GLASS DOOR PULL HANDLES - SS S-TYPE (22.00mm) SS22-12P-SS 12""",,1390,
HARDWARE,SS22-10P-SS,"GLASS DOOR PULL HANDLES - SS S-TYPE (22.00mm) SS22-10P-SS 10""",,1290,
HARDWARE,SS22-08P-SS,"GLASS DOOR PULL HANDLES - SS S-TYPE (22.00mm) SS22-08P-SS 8""",,1180,
HARDWARE,SSA-14P-SS,"GLASS DOOR PULL HANDLES - SS  SALUTE-TYPE (26.5x13.5mm) SSA-14P-SS 14""",,1490,
HARDWARE,SSA-12P-SS,"GLASS DOOR PULL HANDLES - SS  SALUTE-TYPE (26.5x13.5mm) SSA-12P-SS 12""",,1390,
HARDWARE,SSA-10P-SS,"GLASS DOOR PULL HANDLES - SS  SALUTE-TYPE (26.5x13.5mm) SSA-10P-SS 10""",,1280,
HARDWARE,SSA-08P-SS,"GLASS DOOR PULL HANDLES - SS  SALUTE-TYPE (26.5x13.5mm) SSA-08P-SS 8""",,1180,
HARDWARE,SH25-14P-SS,"GLASS DOOR PULL HANDLES - SS H-TYPE (25.00mm) SH25-14P-SS 14""",,1480,
HARDWARE,SH25-12P-SS,"GLASS DOOR PULL HANDLES - SS H-TYPE (25.00mm) SH25-12P-SS 12""",,1340,
